ID,Gender,Age,ZIP Code,Education,Experience,Family,Income,CCAvg,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan,,Income,Bin Size,Frequency table for INCOME column,,,,,CCAvg,Bin Size,Frequency table for CCAvg column,,,,,,Experience,Bin Size,Frequency table for EXPERIENCE column,,,,
A_435,F,43,90401,2,17,3,32,0.5,0,0,0,1,0,0,,111,,,,,,,2.8,,,,,,,,31,,,,,,
A_436,F,42,94539,1,18,4,89,0.8,184,0,0,0,0,0,,111,,,,,,,2.8,,,,,,,,31,,,,,,
A_437,M,29,90028,1,4,2,121,3.3,0,0,0,1,0,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_438,M,28,95762,1,2,1,42,1.5,0,0,0,1,1,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_439,M,50,95833,1,24,1,130,1,0,0,0,0,0,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_440,F,44,95616,2,19,4,30,0,0,0,0,1,0,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_441,F,52,94304,1,26,1,114,4.9,0,0,0,0,0,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_442,F,28,90019,1,4,1,155,6.33,0,0,0,0,0,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_443,M,62,94539,1,38,2,50,1.1,0,0,0,0,1,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_444,M,34,95060,2,10,1,34,1.5,111,0,0,0,1,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_445,F,45,90095,3,20,3,94,0.5,0,0,0,1,0,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_446,F,52,91330,2,26,2,114,2.4,0,0,0,0,0,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_447,F,43,94303,3,18,3,89,0.5,108,0,0,0,1,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_448,M,54,91801,3,24,1,49,1.4,0,0,0,1,0,0,,111,,,,,,,2.7,,,,,,,,31,,,,,,
A_449,F,64,94105,1,38,1,115,2,0,0,0,1,1,0,,110,,,,,,,2.7,,,,,,,,31,,,,,,
A_450,F,27,92780,1,3,1,148,1.5,397,0,0,1,1,0,,110,,,,,,,2.7,,,,,,,,31,,,,,,
A_451,F,42,95616,2,17,4,72,1.1,203,0,0,0,1,0,,110,,,,,,,2.7,,,,,,,,31,,,,,,
A_452,F,28,94606,3,2,4,114,2.1,0,0,0,1,0,0,,110,,,,,,,2.7,,,,,,,,31,,,,,,
A_453,M,47,92192,1,22,2,11,0,78,0,0,0,0,0,,110,,,,,,,2.7,,,,,,,,31,,,,,,
A_454,M,39,90095,3,13,4,63,0.2,242,0,0,0,0,0,,110,,,,,,,2.7,,,,,,,,31,,,,,,
A_455,F,29,94132,1,3,2,113,0.2,0,0,0,1,1,0,,110,,,,,,,2.7,,,,,,,,31,,,,,,
A_456,F,39,95616,1,13,2,80,1.8,0,0,0,1,0,0,,110,,,,,,,2.7,,,,,,,,31,,,,,,
A_457,F,41,94303,3,15,3,54,0.5,0,0,0,1,1,0,,110,,,,,,,2.7,,,,,,,,31,,,,,,
A_458,F,37,94612,3,11,2,32,1.4,0,1,0,1,0,0,,109,,,,,,,2.7,,,,,,,,31,,,,,,
A_459,F,41,91330,1,17,1,11,1,0,0,0,0,0,0,,109,,,,,,,2.7,,,,,,,,31,,,,,,
A_460,F,45,94706,1,19,1,141,2.4,0,0,0,1,0,0,,109,,,,,,,2.7,,,,,,,,31,,,,,,
A_461,F,52,91768,2,26,3,84,3,0,0,0,1,0,0,,108,,,,,,,2.67,,,,,,,,31,,,,,,
A_462,M,58,94701,2,33,3,18,0.1,110,0,0,1,0,0,,108,,,,,,,2.67,,,,,,,,31,,,,,,
A_463,F,31,94720,1,5,2,20,0.3,0,0,0,0,0,0,,108,,,,,,,2.67,,,,,,,,31,,,,,,
A_464,F,26,92630,2,1,4,55,1.7,175,0,0,1,0,0,,108,,,,,,,2.67,,,,,,,,31,,,,,,
A_465,F,31,94920,2,7,4,31,0.4,79,0,0,0,0,0,,108,,,,,,,2.67,,,,,,,,31,,,,,,
A_466,M,42,90065,1,17,2,114,0.4,0,0,0,0,0,0,,108,,,,,,,2.67,,,,,,,,31,,,,,,
A_467,M,56,94118,2,31,3,52,2,0,1,1,1,1,0,,108,,,,,,,2.67,,,,,,,,31,,,,,,
A_468,F,52,91301,1,28,1,18,0.3,120,0,0,1,0,0,,108,,,,,,,2.67,,,,,,,,31,,,,,,
A_469,M,59,90274,3,35,1,55,1.8,0,1,0,0,0,0,,105,,,,,,,2.67,,,,,,,,31,,,,,,
A_470,F,32,92807,3,8,1,29,0.2,76,0,0,1,1,0,,105,,,,,,,2.67,,,,,,,,31,,,,,,
A_471,M,46,90747,1,22,3,30,0.5,0,0,0,0,0,0,,105,,,,,,,2.67,,,,,,,,31,,,,,,
A_472,M,52,94302,1,28,2,38,0.8,0,0,0,0,1,0,,105,,,,,,,2.67,,,,,,,,31,,,,,,
A_473,F,30,94545,1,5,2,122,3.1,0,0,0,0,0,0,,105,,,,,,,2.67,,,,,,,,31,,,,,,
A_474,M,32,94080,1,8,1,183,6,0,0,0,0,0,0,,105,,,,,,,2.67,,,,,,,,31,,,,,,
A_475,F,35,94720,2,11,1,41,2.4,0,0,0,0,0,0,,105,,,,,,,2.67,,,,,,,,31,,,,,,
A_476,M,49,94305,3,24,1,38,1.4,0,0,0,0,0,0,,105,,,,,,,2.6,,,,,,,,31,,,,,,
A_477,M,54,92093,3,30,1,61,1.8,0,0,0,1,0,0,,105,,,,,,,2.6,,,,,,,,31,,,,,,
A_478,F,56,94111,3,32,3,103,4,0,0,0,0,0,1,,105,,,,,,,2.6,,,,,,,,31,,,,,,
A_479,M,48,93940,2,22,2,80,2.4,0,0,0,1,0,0,,105,,,,,,,2.6,,,,,,,,31,,,,,,
A_480,F,28,95670,2,2,1,22,0.1,0,0,0,1,0,0,,105,,,,,,,2.6,,,,,,,,31,,,,,,
A_481,F,44,94928,2,17,2,128,3.25,0,0,0,0,1,1,,104,,,,,,,2.6,,,,,,,,31,,,,,,
A_482,F,30,92126,1,4,3,142,4.2,359,0,0,0,0,1,,104,,,,,,,2.6,,,,,,,,31,,,,,,
A_483,F,44,90277,1,20,1,124,4.7,0,0,0,1,1,0,,104,,,,,,,2.6,,,,,,,,31,,,,,,
A_484,M,30,92704,3,4,1,44,1.9,143,0,0,0,0,0,,104,,,,,,,2.6,,,,,,,,31,,,,,,
A_485,M,47,90254,2,23,2,170,6.5,0,0,1,1,1,1,,104,,,,,,,2.6,,,,,,,,31,,,,,,
A_486,F,64,94720,2,39,4,75,0.1,0,0,1,1,1,0,,104,,,,,,,2.6,,,,,,,,30,,,,,,
A_487,F,48,94010,2,21,3,78,2,0,0,0,1,1,0,,104,,,,,,,2.6,,,,,,,,30,,,,,,
A_488,F,63,92037,3,38,1,31,1.1,125,0,0,1,0,0,,104,,,,,,,2.6,,,,,,,,30,,,,,,
A_489,F,25,92735,1,0,1,99,1.9,323,0,0,0,0,0,,104,,,,,,,2.6,,,,,,,,30,,,,,,
A_490,M,61,96001,1,36,2,41,1.5,0,0,0,0,0,0,,103,,,,,,,2.6,,,,,,,,30,,,,,,
A_491,F,46,92507,2,21,4,39,0,0,0,0,1,0,0,,103,,,,,,,2.6,,,,,,,,30,,,,,,
A_492,M,57,93943,1,31,1,51,1.4,0,0,0,1,1,0,,103,,,,,,,2.6,,,,,,,,30,,,,,,
A_493,F,40,92691,3,15,3,52,0.8,113,0,0,1,0,0,,103,,,,,,,2.6,,,,,,,,30,,,,,,
A_494,F,49,95054,3,19,3,169,5.67,167,0,1,0,1,1,,103,,,,,,,2.6,,,,,,,,30,,,,,,
A_495,F,30,95747,1,5,1,141,0.8,0,0,0,1,0,0,,103,,,,,,,2.6,,,,,,,,30,,,,,,
A_496,M,41,92835,1,17,4,93,0.8,218,0,0,0,0,0,,103,,,,,,,2.6,,,,,,,,30,,,,,,
A_497,M,42,92064,2,15,3,14,1,0,1,0,0,0,0,,103,,,,,,,2.6,,,,,,,,30,,,,,,
A_498,M,63,90089,1,39,2,160,2.1,0,0,0,1,1,0,,103,,,,,,,2.6,,,,,,,,30,,,,,,
A_499,F,43,94611,1,17,1,44,0.2,0,1,1,1,0,0,,103,,,,,,,2.6,,,,,,,,30,,,,,,
A_500,M,59,94303,1,34,3,33,0.2,0,1,0,0,0,0,,103,,,,,,,2.6,,,,,,,,30,,,,,,
A_501,F,46,91380,3,20,4,103,4.8,0,0,0,1,0,1,,102,,,,,,,2.6,,,,,,,,30,,,,,,
A_502,F,33,93561,3,3,4,71,1.8,236,0,0,0,0,0,,102,,,,,,,2.6,,,,,,,,30,,,,,,
A_503,M,55,94720,1,29,1,55,0.2,151,0,0,1,0,0,,102,,,,,,,2.6,,,,,,,,30,,,,,,
A_504,M,36,94305,1,12,4,113,0.2,0,0,0,0,0,1,,102,,,,,,,2.6,,,,,,,,30,,,,,,
A_505,F,47,94720,2,20,3,79,2,185,1,0,0,0,0,,102,,,,,,,2.6,,,,,,,,30,,,,,,
A_506,M,59,93907,2,33,2,80,0.7,0,0,0,1,0,0,,102,,,,,,,2.6,,,,,,,,30,,,,,,
A_507,F,38,94596,1,12,2,179,0,380,0,0,0,0,0,,102,,,,,,,2.6,,,,,,,,30,,,,,,
A_508,F,42,91710,3,17,2,9,0,0,0,0,0,0,0,,102,,,,,,,2.6,,,,,,,,30,,,,,,
A_509,M,30,92152,2,3,4,61,2,0,0,0,1,0,0,,101,,,,,,,2.6,,,,,,,,30,,,,,,
A_510,M,63,95814,1,38,2,111,3.9,207,1,1,1,1,0,,101,,,,,,,2.6,,,,,,,,30,,,,,,
A_511,M,60,94608,1,35,3,80,0.5,0,0,0,1,0,0,,101,,,,,,,2.6,,,,,,,,30,,,,,,
A_512,M,62,90266,1,37,3,32,0.2,0,1,0,0,1,0,,101,,,,,,,2.6,,,,,,,,30,,,,,,
A_513,M,49,92126,1,23,1,83,0.3,0,0,0,1,1,0,,101,,,,,,,2.6,,,,,,,,30,,,,,,
A_514,M,59,92821,2,33,4,91,1.9,329,0,0,0,0,0,,101,,,,,,,2.6,,,,,,,,30,,,,,,
A_515,M,36,93065,1,10,4,29,1,0,0,0,1,1,0,,101,,,,,,,2.5,,,,,,,,30,,,,,,
A_516,F,46,94305,2,19,3,19,0.67,0,0,0,1,0,0,,101,,,,,,,2.5,,,,,,,,30,,,,,,
A_517,M,35,95616,2,8,2,52,1,0,0,0,0,1,0,,101,,,,,,,2.5,,,,,,,,30,,,,,,
A_518,F,50,94551,1,24,1,150,7.3,0,0,0,1,1,0,,101,,,,,,,2.5,,,,,,,,30,,,,,,
A_519,M,51,91605,3,25,2,32,0.4,0,0,0,1,0,0,,101,,,,,,,2.5,,,,,,,,30,,,,,,
A_520,F,41,94720,3,16,3,91,0.5,0,0,0,0,0,0,,100,,,,,,,2.5,,,,,,,,30,,,,,,
A_521,M,45,95403,2,20,3,180,8.5,535,0,0,0,0,1,,100,,,,,,,2.5,,,,,,,,30,,,,,,
A_522,F,41,94102,1,17,1,121,0.3,0,0,0,1,0,0,,100,,,,,,,2.5,,,,,,,,30,,,,,,
A_523,F,57,90049,3,32,2,25,0.2,0,0,0,1,1,0,,100,,,,,,,2.5,,,,,,,,30,,,,,,
A_524,M,51,92677,1,25,1,102,0.3,0,0,0,1,0,0,,100,,,,,,,2.5,,,,,,,,30,,,,,,
A_525,M,52,95051,2,28,4,44,0.9,107,0,0,1,0,0,,99,,,,,,,2.5,,,,,,,,30,,,,,,
A_526,F,43,95134,2,16,3,161,8,0,0,1,1,1,1,,99,,,,,,,2.5,,,,,,,,30,,,,,,
A_527,F,63,90640,2,38,3,134,4,0,0,0,0,1,1,,99,,,,,,,2.5,,,,,,,,30,,,,,,
A_528,F,28,94803,2,4,1,43,1.8,0,0,0,1,1,0,,99,,,,,,,2.5,,,,,,,,30,,,,,,
A_529,F,43,92717,2,18,4,94,1.1,0,0,0,1,0,0,,99,,,,,,,2.5,,,,,,,,30,,,,,,
A_530,M,41,94024,3,15,2,29,0.8,98,0,0,0,0,0,,99,,,,,,,2.5,,,,,,,,30,,,,,,
A_531,F,34,90018,1,8,4,38,0.2,0,0,0,0,0,0,,99,,,,,,,2.5,,,,,,,,30,,,,,,
A_532,M,28,94080,1,3,1,120,0.8,170,0,0,0,0,0,,98,,,,,,,2.5,,,,,,,,30,,,,,,
A_533,F,58,92110,1,32,2,85,2,161,1,1,1,1,0,,98,,,,,,,2.5,,,,,,,,30,,,,,,
A_534,M,39,92126,1,15,2,89,1.9,0,0,0,0,0,0,,98,,,,,,,2.5,,,,,,,,30,,,,,,
A_535,F,49,90274,3,23,1,25,1.4,0,0,0,1,0,0,,98,,,,,,,2.5,,,,,,,,30,,,,,,
A_536,M,33,92691,1,8,3,20,1.3,83,0,0,0,1,0,,98,,,,,,,2.5,,,,,,,,30,,,,,,
A_537,M,37,91754,1,12,2,125,3.9,0,0,0,1,1,0,,98,,,,,,,2.5,,,,,,,,29,,,,,,
A_538,F,33,92093,3,7,1,18,0.6,0,0,0,0,0,0,,98,,,,,,,2.5,,,,,,,,29,,,,,,
A_539,F,28,92121,1,3,2,173,6.7,222,0,0,1,0,0,,98,,,,,,,2.5,,,,,,,,29,,,,,,
A_540,M,54,92093,3,29,4,34,0.1,0,0,0,1,1,0,,98,,,,,,,2.5,,,,,,,,29,,,,,,
A_541,F,63,93950,2,38,4,159,4.9,111,0,0,0,0,1,,98,,,,,,,2.5,,,,,,,,29,,,,,,
A_542,F,57,92521,1,31,3,55,2.5,219,0,1,1,1,0,,98,,,,,,,2.5,,,,,,,,29,,,,,,
A_543,F,56,94080,3,30,2,32,0.4,0,0,0,1,0,0,,95,,,,,,,2.5,,,,,,,,29,,,,,,
A_544,M,54,94545,3,29,4,65,1.8,0,0,0,0,1,0,,95,,,,,,,2.5,,,,,,,,29,,,,,,
A_545,M,29,92354,1,5,3,83,1.5,0,0,0,1,1,0,,95,,,,,,,2.5,,,,,,,,29,,,,,,
A_546,M,41,95814,2,16,2,30,1.4,0,0,0,0,1,0,,95,,,,,,,2.5,,,,,,,,29,,,,,,
A_547,M,58,91770,1,32,1,180,2.9,0,0,0,0,1,0,,95,,,,,,,2.5,,,,,,,,29,,,,,,
A_548,F,61,90024,3,37,2,13,0.3,0,0,0,1,0,0,,95,,,,,,,2.5,,,,,,,,29,,,,,,
A_549,M,30,90059,1,4,4,35,0.8,0,0,0,1,1,0,,95,,,,,,,2.4,,,,,,,,29,,,,,,
A_550,F,62,91107,1,37,3,95,0.5,0,0,0,0,0,0,,95,,,,,,,2.4,,,,,,,,29,,,,,,
A_551,M,52,94705,1,28,1,83,0,0,0,0,1,0,0,,95,,,,,,,2.4,,,,,,,,29,,,,,,
A_552,M,29,95831,1,3,4,39,0.2,137,0,0,1,1,0,,95,,,,,,,2.4,,,,,,,,29,,,,,,
A_553,F,46,91107,3,20,1,54,0.7,154,0,0,1,1,0,,95,,,,,,,2.4,,,,,,,,29,,,,,,
A_554,M,52,91942,3,27,1,81,1.3,293,0,0,0,1,0,,95,,,,,,,2.4,,,,,,,,29,,,,,,
A_555,M,40,94123,3,16,4,53,2,0,0,0,0,0,0,,94,,,,,,,2.4,,,,,,,,29,,,,,,
A_556,M,49,91030,1,23,1,119,7.3,398,0,0,0,0,0,,94,,,,,,,2.4,,,,,,,,29,,,,,,
A_557,M,34,94108,3,9,4,160,8,0,0,0,0,1,1,,94,,,,,,,2.4,,,,,,,,29,,,,,,
A_558,M,35,95814,2,11,2,21,1,0,0,0,0,0,0,,94,,,,,,,2.4,,,,,,,,29,,,,,,
A_559,M,26,94132,3,2,1,40,1,0,0,0,1,0,0,,94,,,,,,,2.4,,,,,,,,29,,,,,,
A_560,M,65,91706,2,40,4,69,0.1,0,0,0,1,0,0,,94,,,,,,,2.4,,,,,,,,29,,,,,,
A_561,M,52,95006,2,27,1,45,1.3,0,0,0,0,0,0,,94,,,,,,,2.4,,,,,,,,29,,,,,,
A_562,M,32,91301,2,7,4,55,2,0,0,0,1,0,0,,94,,,,,,,2.4,,,,,,,,29,,,,,,
A_563,F,31,94025,3,7,1,38,0.2,0,0,0,1,0,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_564,F,36,93907,2,9,4,44,1,101,1,0,1,0,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_565,F,50,94105,2,24,3,45,0.6,117,0,0,1,0,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_566,M,36,90291,2,12,1,84,0.8,0,0,0,1,1,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_567,M,51,94305,2,27,2,188,6.9,343,0,0,1,0,1,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_568,M,39,94701,3,9,3,29,2,151,1,0,0,0,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_569,F,53,94304,2,29,1,95,2.7,0,0,0,1,0,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_570,F,50,95023,1,25,1,79,2.9,307,0,0,0,1,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_571,M,31,91360,2,4,1,41,2,0,1,0,1,0,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_572,F,53,92673,3,23,4,19,0.4,84,0,0,1,0,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_573,M,48,94111,3,23,4,75,3.6,0,0,0,1,1,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_574,M,57,90024,1,31,3,64,2.5,208,0,0,0,1,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_575,M,47,94025,3,21,4,174,3.2,0,0,0,0,0,1,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_576,M,55,95051,3,29,2,54,2.3,93,0,0,0,0,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_577,M,37,90740,2,11,3,14,0.1,113,0,0,1,0,0,,93,,,,,,,2.4,,,,,,,,29,,,,,,
A_578,F,59,90089,1,35,1,94,3.8,272,0,0,0,0,0,,92,,,,,,,2.4,,,,,,,,29,,,,,,
A_579,F,53,90095,1,29,2,10,0.4,0,0,0,0,0,0,,92,,,,,,,2.4,,,,,,,,29,,,,,,
A_580,F,31,93940,1,6,1,145,0.8,84,0,0,1,0,0,,92,,,,,,,2.4,,,,,,,,29,,,,,,
A_581,M,35,95032,3,5,1,203,10,0,0,0,0,0,1,,92,,,,,,,2.4,,,,,,,,29,,,,,,
A_582,M,25,92647,3,-1,2,81,1.6,0,0,0,1,1,0,,92,,,,,,,2.4,,,,,,,,29,,,,,,
A_583,M,37,90630,1,13,2,153,6.5,0,0,0,1,1,0,,92,,,,,,,2.4,,,,,,,,29,,,,,,
A_584,F,40,90245,3,14,4,58,0.2,0,0,0,1,0,0,,92,,,,,,,2.4,,,,,,,,29,,,,,,
A_585,M,31,94114,3,5,4,49,1.8,0,0,0,1,1,0,,92,,,,,,,2.4,,,,,,,,29,,,,,,
A_586,F,62,90210,1,38,1,132,2.9,0,0,0,0,0,0,,92,,,,,,,2.4,,,,,,,,29,,,,,,
A_587,F,41,90291,3,17,4,85,0.2,229,0,0,0,0,0,,91,,,,,,,2.4,,,,,,,,29,,,,,,
A_588,M,56,94132,1,32,3,85,2.67,0,1,0,1,0,0,,91,,,,,,,2.4,,,,,,,,29,,,,,,
A_589,M,47,93014,3,23,1,178,6.5,0,0,0,0,0,1,,91,,,,,,,2.4,,,,,,,,29,,,,,,
A_590,M,28,94301,1,4,3,104,2.5,0,0,0,0,0,0,,91,,,,,,,2.33,,,,,,,,29,,,,,,
A_591,F,60,94105,1,34,1,40,1.6,0,0,0,1,0,0,,91,,,,,,,2.33,,,,,,,,29,,,,,,
A_592,M,27,93117,1,2,1,103,1.9,120,0,0,1,0,0,,91,,,,,,,2.33,,,,,,,,29,,,,,,
A_593,M,57,92064,1,33,2,25,1,0,0,0,1,0,0,,91,,,,,,,2.33,,,,,,,,29,,,,,,
A_594,F,62,95039,3,36,2,69,1.7,0,0,0,1,0,0,,91,,,,,,,2.33,,,,,,,,29,,,,,,
A_595,F,57,95070,1,31,3,30,1.4,0,0,0,0,0,0,,91,,,,,,,2.33,,,,,,,,29,,,,,,
A_596,F,44,94920,2,17,3,70,2.67,0,0,0,0,0,0,,91,,,,,,,2.33,,,,,,,,29,,,,,,
A_597,F,31,91380,3,7,3,15,0.9,0,0,0,1,0,0,,91,,,,,,,2.3,,,,,,,,29,,,,,,
A_598,F,31,91320,1,5,2,125,1.3,0,0,0,1,1,0,,91,,,,,,,2.3,,,,,,,,29,,,,,,
A_599,F,39,94923,3,13,3,50,0.5,0,0,0,0,0,0,,91,,,,,,,2.3,,,,,,,,28,,,,,,
A_600,F,41,93106,3,17,1,44,0.3,0,0,0,1,0,0,,91,,,,,,,2.3,,,,,,,,28,,,,,,
A_601,F,41,92182,2,17,4,38,2.2,180,0,0,0,1,0,,91,,,,,,,2.3,,,,,,,,28,,,,,,
A_602,F,55,93437,1,29,3,64,0.8,119,0,0,0,1,0,,91,,,,,,,2.3,,,,,,,,28,,,,,,
A_603,F,28,95014,2,2,1,9,0.1,0,0,0,1,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_604,F,35,92054,1,9,3,44,0.9,89,0,0,0,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_605,F,44,91910,1,20,4,93,0.8,101,0,0,1,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_606,F,44,92121,1,19,4,83,0.4,141,0,0,0,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_607,M,40,94720,1,14,2,179,0,0,0,0,0,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_608,F,65,94104,3,40,1,40,1.1,0,0,0,0,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_609,M,35,91754,3,10,4,58,0.7,232,0,0,0,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_610,F,55,94607,1,31,3,74,2.67,0,0,0,0,1,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_611,F,55,95747,1,31,1,15,0.2,0,0,0,0,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_612,F,59,94949,1,35,2,11,1,0,0,0,0,1,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_613,M,39,95035,2,15,1,41,2,176,0,0,1,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_614,F,50,95821,2,24,1,68,1.5,120,0,0,1,1,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_615,F,45,95039,3,15,1,28,0.75,0,1,0,0,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_616,F,50,95008,3,26,1,115,1.2,0,0,0,0,1,1,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_617,F,65,92354,2,40,4,83,0.1,247,0,0,1,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_618,F,36,93611,2,11,2,40,1.1,166,1,0,0,0,0,,90,,,,,,,2.3,,,,,,,,28,,,,,,
A_619,M,57,91768,3,32,1,113,0.1,0,0,0,1,0,0,,89,,,,,,,2.3,,,,,,,,28,,,,,,
A_620,F,53,92130,3,27,1,89,0.8,0,1,0,1,0,0,,89,,,,,,,2.3,,,,,,,,28,,,,,,
A_621,F,28,92109,1,4,4,38,1.6,0,0,0,0,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_622,F,55,93943,1,31,4,62,1.5,0,0,0,1,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_623,M,56,92093,1,31,3,65,1.7,109,0,0,0,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_624,M,33,94720,2,6,3,168,5.67,0,1,1,1,0,1,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_625,F,57,94720,1,32,3,40,1.7,0,0,0,1,1,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_626,F,27,93108,3,3,1,30,1,80,0,0,0,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_627,M,27,92007,1,3,4,20,1,0,0,0,0,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_628,M,54,92007,3,30,2,58,3.2,0,0,0,0,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_629,M,48,95039,1,22,1,150,7.3,193,0,0,0,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_630,M,62,91320,1,38,1,54,0.8,0,1,0,0,1,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_631,M,41,91730,2,16,2,19,0.3,105,0,0,0,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_632,M,62,94304,3,38,3,30,0.1,128,0,0,1,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_633,F,40,90041,1,14,1,123,5.2,0,0,0,1,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_634,F,32,94558,2,8,1,45,2.4,0,0,0,0,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_635,M,62,94305,1,38,1,154,2.9,0,0,0,1,0,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_636,M,35,90747,1,11,2,93,2.7,0,0,0,1,1,0,,89,,,,,,,2.2,,,,,,,,28,,,,,,
A_637,M,25,93727,1,0,4,71,0.2,78,1,0,0,0,0,,88,,,,,,,2.2,,,,,,,,28,,,,,,
A_638,M,50,94720,1,25,4,83,3.1,0,0,0,0,1,1,,88,,,,,,,2.2,,,,,,,,28,,,,,,
A_639,M,61,94085,3,35,1,99,4.8,255,0,0,0,1,1,,88,,,,,,,2.2,,,,,,,,27,,,,,,
A_640,F,43,93933,2,17,3,55,2.2,0,0,0,0,0,0,,88,,,,,,,2.2,,,,,,,,27,,,,,,
A_641,M,52,94131,2,28,4,38,0.9,95,0,0,1,1,0,,88,,,,,,,2.2,,,,,,,,27,,,,,,
A_642,M,39,95008,2,13,3,74,0.9,155,0,0,1,0,0,,88,,,,,,,2.2,,,,,,,,27,,,,,,
A_643,M,33,92161,3,3,4,69,1.8,0,0,0,1,0,0,,88,,,,,,,2.2,,,,,,,,27,,,,,,
A_644,M,27,92007,1,3,2,104,2.5,184,1,0,1,0,0,,88,,,,,,,2.2,,,,,,,,27,,,,,,
A_645,M,27,95929,3,0,4,38,1,154,0,0,1,0,0,,88,,,,,,,2.2,,,,,,,,27,,,,,,
A_646,M,32,93524,3,8,3,25,0.9,0,0,0,1,1,0,,88,,,,,,,2.2,,,,,,,,27,,,,,,
A_647,M,65,94596,1,40,1,162,1.3,0,0,0,1,0,0,,88,,,,,,,2.2,,,,,,,,27,,,,,,
A_648,M,55,93063,3,29,4,64,2.6,0,0,0,1,0,0,,88,,,,,,,2.2,,,,,,,,27,,,,,,
A_649,M,52,94305,2,27,2,30,0.7,0,0,0,1,1,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_650,M,39,95039,3,13,3,52,0.5,0,1,0,0,1,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_651,M,35,93108,3,11,1,42,1.5,0,0,0,1,0,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_652,F,39,92028,2,15,2,79,1.8,219,0,0,0,0,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_653,M,34,93407,1,10,1,34,1.7,164,0,0,0,0,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
A_654,M,30,95605,1,5,2,123,3.1,0,0,0,1,0,0,,85,,,,,,,2.2,,,,,,,,27,,,,,,
