ID,ZIP Code,Gender,Age,Education,Experience,Family,Income,CCAvg,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
A_27,94720,M,47,2,21,1,52,1.2,194,0,0,0,0,0
A_1454,95008,M,42,1,18,4,52,1.9,0,0,0,1,0,0
A_493,92691,F,40,3,15,3,52,0.8,113,0,0,1,0,0
A_650,95039,M,39,3,13,3,52,0.5,0,1,0,0,1,0
A_517,95616,M,35,2,8,2,52,1,0,0,0,0,1,0
A_327,95126,M,25,3,0,3,52,2.6,159,0,0,0,0,0
A_1034,93940,M,63,1,39,1,53,0.8,0,0,0,0,0,0
A_1277,94608,F,65,3,39,1,53,2.5,0,0,0,1,0,0
A_113,92121,F,62,2,38,1,53,0,0,0,0,0,0,0
A_864,92028,M,62,1,37,2,53,2.8,0,0,0,1,0,0
A_1437,92717,M,61,2,36,3,53,0.5,0,0,0,1,0,0
A_397,96001,F,62,3,32,4,53,1.67,142,0,0,0,0,0
A_724,92806,F,57,2,31,1,53,0.8,120,0,0,0,0,0
A_1914,95521,F,56,3,31,2,53,1.6,78,0,0,0,0,0
A_1294,94002,M,54,3,28,1,53,2.2,0,0,0,1,1,0
A_1847,92122,M,51,2,27,1,53,1.6,0,0,0,1,0,0
A_734,90025,F,46,1,22,2,53,1.7,109,0,0,0,0,0
A_1262,92691,M,47,1,22,1,53,0.3,213,0,0,0,0,0
A_1199,95929,M,47,2,21,1,53,1.5,0,0,0,1,0,0
A_1964,92104,M,45,2,18,3,53,2.5,112,0,0,0,0,0
A_1659,90245,M,43,1,17,2,53,0.7,130,1,0,1,0,0
A_555,94123,M,40,3,16,4,53,2,0,0,0,0,0,0
A_135,91355,M,35,1,11,3,53,2.8,0,0,0,0,0,0
A_101,92093,M,31,1,6,4,53,2.2,114,0,0,1,0,0
A_1946,94122,M,33,2,6,2,53,1,96,0,0,0,1,0
A_1983,95814,F,29,3,3,4,53,2.1,0,0,0,1,0,0
A_897,90095,F,25,3,0,2,53,1.6,0,0,0,1,1,0
A_1460,94305,F,25,2,-1,3,53,2.4,0,0,0,0,0,0
A_630,91320,M,62,1,38,1,54,0.8,0,1,0,0,1,0
A_1599,91320,M,61,3,36,3,54,0.9,179,0,0,1,0,0
A_1843,93003,M,58,2,34,4,54,1.3,0,0,0,1,0,0
A_793,94035,F,58,2,32,3,54,0.3,0,0,0,1,1,0
A_911,91380,F,56,1,31,4,54,2.1,0,0,0,1,0,0
A_576,95051,M,55,3,29,2,54,2.3,93,0,0,0,0,0
A_1879,94720,F,54,3,29,2,54,2.1,97,0,0,0,0,0
A_207,90049,F,52,2,26,2,54,1.5,0,0,0,0,1,0
A_394,95616,M,48,2,24,1,54,1.6,186,0,0,1,0,0
A_553,91107,F,46,3,20,1,54,0.7,154,0,0,1,1,0
A_1195,90089,M,42,1,18,1,54,1.8,0,0,0,1,0,0
A_1923,90639,M,44,1,18,1,54,2.8,202,0,0,0,0,0
A_457,94303,F,41,3,15,3,54,0.5,0,0,0,1,1,0
A_238,96003,F,40,1,14,2,54,0.7,0,0,0,0,0,0
A_1317,92037,F,39,2,14,2,54,1.1,159,0,0,0,1,0
A_1602,90095,M,38,3,14,2,54,0.6,218,0,0,0,0,0
A_1739,92251,M,33,1,8,3,54,2.3,0,0,0,0,1,0
A_301,96008,F,32,1,7,4,54,1.3,0,1,0,1,0,0
A_332,94596,F,32,3,6,4,54,1.8,167,0,0,0,0,0
A_731,92173,F,31,2,5,4,54,2.2,0,0,0,0,0,0
A_1391,93033,F,30,3,4,4,54,1.8,235,0,0,1,0,0
A_1411,91741,F,31,2,4,2,54,1,109,0,0,0,1,0
A_1333,94550,F,28,2,3,4,54,0.6,0,0,0,1,0,0
A_1820,94104,M,29,3,3,4,54,1.8,0,0,0,0,0,0
A_293,90033,F,61,3,36,3,55,0.9,0,0,0,1,1,0
A_906,94132,M,61,3,36,3,55,0.9,197,0,0,0,0,0
A_242,94526,M,65,3,35,4,55,1.67,89,0,0,1,1,0
A_469,90274,M,59,3,35,1,55,1.8,0,1,0,0,0,0
A_823,90032,M,58,1,34,1,55,0.8,168,0,0,1,1,0
A_420,92630,F,57,3,33,1,55,1.8,0,0,0,1,0,0
A_1067,94998,F,60,2,33,4,55,2.5,0,0,0,1,0,0
A_542,92521,F,57,1,31,3,55,2.5,219,0,1,1,1,0
A_372,94110,M,55,1,30,3,55,1.7,0,0,0,0,1,0
A_503,94720,M,55,1,29,1,55,0.2,151,0,0,1,0,0
A_1380,91320,M,52,3,28,2,55,3.2,151,0,0,0,0,0
A_1649,94608,F,52,2,28,1,55,1.6,227,0,0,0,0,0
A_1181,94305,M,50,2,26,1,55,1.6,0,0,0,1,0,0
A_1361,92103,M,49,3,25,4,55,0.1,0,0,0,1,0,0
A_1583,92129,F,52,3,22,3,55,1.4,0,0,0,1,0,0
A_12,94588,F,45,1,20,1,55,0.3,0,0,0,1,1,0
A_76,92606,M,45,3,20,4,55,1.9,164,1,0,0,0,0
A_640,93933,F,43,2,17,3,55,2.2,0,0,0,0,0,0
A_1587,92374,M,41,1,17,2,55,1.7,0,0,0,0,0,0
A_1430,95820,F,42,3,16,1,55,0.7,135,0,0,1,0,0
A_203,95821,F,39,3,15,1,55,1.5,0,0,0,1,0,0
A_1721,94305,M,41,1,15,1,55,2.8,0,0,0,0,0,0
A_120,90009,M,36,1,10,1,55,2,95,0,0,1,0,0
A_1678,92122,F,34,2,9,4,55,2,147,0,0,0,1,0
A_1386,92870,F,35,2,8,2,55,1.67,0,0,0,1,0,0
A_562,91301,M,32,2,7,4,55,2,0,0,0,1,0,0
A_1594,90024,M,29,2,4,4,55,2,0,1,0,1,0,0
A_68,95616,F,29,2,3,3,55,1.1,0,0,0,1,0,0
A_235,92647,M,28,2,3,4,55,1.7,0,0,0,1,1,0
A_464,92630,F,26,2,1,4,55,1.7,175,0,0,1,0,0
A_1098,92704,M,23,2,-3,3,55,2.4,145,0,0,1,0,0
A_1147,94112,F,63,2,39,1,58,0,0,0,0,1,0,0
A_1647,94720,M,62,2,38,4,58,1.2,228,0,0,0,1,0
A_1766,95020,M,62,2,36,1,58,2.8,0,0,0,0,1,0
A_678,91355,F,59,2,35,1,58,0,0,0,0,1,0,0
A_628,92007,M,54,3,30,2,58,3.2,0,0,0,0,0,0
A_1366,93940,M,50,2,25,1,58,1.3,0,0,0,1,0,0
A_1530,92131,F,50,2,25,1,58,1.3,0,0,0,1,0,0
A_70,95819,F,49,1,23,4,58,2.6,188,0,0,0,0,0
A_426,94720,M,53,3,23,4,58,2,0,0,0,1,1,0
A_699,93101,F,52,3,22,4,58,2,223,0,0,1,0,0
A_1704,94025,M,45,3,21,3,58,0.3,0,1,0,1,0,0
A_421,95307,F,43,1,19,2,58,3.2,0,0,0,1,0,0
A_5,95747,F,43,1,18,1,58,2.4,0,0,0,0,0,0
A_9,91709,M,38,3,14,4,58,2,153,1,0,0,0,0
A_584,90245,F,40,3,14,4,58,0.2,0,0,0,1,0,0
A_788,94590,M,39,2,13,2,58,2.4,0,0,0,1,0,0
A_1208,94555,M,39,1,13,3,58,2.1,247,0,0,1,0,0
A_609,91754,M,35,3,10,4,58,0.7,232,0,0,0,0,0
A_1915,92037,F,33,1,8,4,58,1.3,0,1,0,0,0,0
A_1982,95616,M,32,1,8,3,58,2,90,0,0,1,0,0
A_909,95616,M,33,2,7,4,58,2.2,0,0,0,1,1,0
A_1872,92612,F,32,1,7,1,58,1,0,0,0,1,0,0
A_1986,95827,F,27,2,1,4,58,1.8,154,0,1,1,1,0
A_892,93118,M,61,1,36,4,59,1.7,148,0,0,0,0,0
A_707,90840,F,61,2,35,4,59,1.7,0,0,0,1,1,0
A_1692,92697,F,61,2,35,1,59,2.8,0,0,0,0,0,0
A_299,94110,F,60,1,34,1,59,1.6,231,0,0,1,0,0
A_283,94542,F,58,1,32,1,59,1.6,0,0,0,1,0,0
A_358,95833,F,56,1,30,3,59,0.8,159,1,0,1,0,0
A_201,92867,F,54,3,29,2,59,2.3,152,0,0,1,0,0
A_1106,92038,F,53,3,27,2,59,0.8,0,0,0,1,0,0
A_1286,90740,M,53,3,27,2,59,0.8,0,0,0,1,0,0
A_826,92660,F,52,2,26,2,59,1.5,239,0,0,0,1,0
A_1119,95762,F,52,2,26,3,59,3,0,0,0,1,0,0
A_1247,90401,F,48,1,24,1,59,0,144,0,0,1,0,0
A_1781,90086,F,48,1,22,4,59,2.6,0,0,0,1,1,0
A_220,95008,F,45,1,20,1,59,2.4,0,1,1,1,0,0
A_832,93555,M,46,2,19,3,59,2.67,0,0,0,0,0,0
A_815,93907,F,37,2,13,1,59,3.6,0,0,0,0,0,0
A_1850,90033,F,39,3,13,3,59,0.9,199,1,0,1,0,0
A_727,95616,F,60,3,34,1,60,2.5,103,0,0,0,0,0
A_987,90048,M,59,1,34,4,60,2.1,234,0,0,1,1,0
A_1662,94304,M,58,2,33,2,60,1.9,94,1,0,1,0,0
A_787,92009,M,56,1,31,3,60,1.7,0,0,0,1,0,0
A_1083,90049,F,53,1,27,1,60,0.2,0,0,0,1,0,0
A_333,90401,F,51,1,25,4,60,2.6,97,0,0,1,0,0
A_933,94104,F,43,3,19,3,60,2.1,0,0,0,1,0,0
A_1690,94301,F,43,1,19,2,60,2.5,0,1,0,0,0,0
A_1341,92677,M,42,3,18,4,60,0.2,151,0,0,0,1,0
A_1449,95039,F,43,3,18,2,60,2.2,115,0,0,0,0,0
A_1090,94501,M,40,1,16,2,60,3.2,0,0,0,0,0,0
A_262,95825,M,37,1,11,2,60,2.8,181,0,0,0,1,0
A_237,90630,M,33,1,9,1,60,1.2,0,0,0,1,1,0
A_1913,94306,F,34,1,9,4,60,1.3,0,1,0,0,0,0
A_331,94015,M,34,2,8,4,60,2.2,0,0,0,0,1,0
A_1005,95816,F,32,1,8,1,60,1.2,0,0,0,1,1,0
A_36,94143,F,31,3,1,4,60,4,244,0,0,0,0,0
A_344,92103,F,61,1,36,2,61,2.8,0,0,0,0,0,0
A_230,95521,F,60,2,34,4,61,1.7,229,0,0,0,0,0
A_1258,92646,F,56,3,31,4,61,1.3,0,0,0,1,1,0
A_1854,91360,M,57,3,31,1,61,2.2,0,0,0,0,0,0
A_477,92093,M,54,3,30,1,61,1.8,0,0,0,1,0,0
A_1107,93106,F,56,1,30,3,61,2.5,193,0,0,1,0,0
A_1688,95032,M,53,2,29,4,61,1.6,0,0,0,1,0,0
A_1817,92008,M,59,3,29,3,61,2,0,0,0,1,0,0
A_984,91380,M,48,1,24,2,61,1.7,229,0,0,0,1,0
A_1611,94025,M,47,2,22,3,61,2.7,168,0,0,1,1,0
A_813,95812,M,45,1,21,3,61,0.7,0,1,1,1,1,0
A_287,90036,F,46,3,20,2,61,0.4,0,0,0,0,0,0
A_1607,94539,M,40,3,14,4,61,0.2,0,0,0,1,0,0
A_1745,94612,M,40,3,14,3,61,0.5,0,0,0,1,0,0
A_843,90095,M,39,2,13,2,61,2.4,90,0,0,1,0,0
A_1989,91330,M,38,3,12,3,61,0.9,0,0,0,0,0,0
A_1418,93943,M,33,2,9,3,61,2.6,0,0,0,1,0,0
A_858,95605,F,30,2,5,1,61,0.8,251,1,1,1,0,0
A_509,92152,M,30,2,3,4,61,2,0,0,0,1,0,0
A_1234,93943,M,26,1,1,4,61,2.2,119,0,0,0,0,0
A_1896,94111,F,61,2,37,1,62,0,244,0,0,1,0,0
A_249,94061,M,60,1,36,4,62,2.2,0,0,0,0,0,0
A_1639,92831,M,57,1,33,3,62,2.67,240,0,0,0,0,0
A_622,93943,F,55,1,31,4,62,1.5,0,0,0,1,0,0
A_1173,90089,M,55,1,29,1,62,0.2,0,0,0,1,0,0
A_1536,94301,M,54,2,29,4,62,3.8,149,0,0,1,0,0
A_1635,92626,F,55,2,29,3,62,0.3,0,0,0,1,0,0
A_427,94111,M,52,3,28,1,62,1.8,231,0,0,1,0,0
A_1761,95014,M,51,2,25,2,62,1.5,0,0,0,1,1,0
A_298,95818,F,45,3,20,2,62,2.2,0,0,0,1,0,0
A_1111,92521,F,47,2,20,1,62,2.67,0,0,0,1,0,0
A_1773,94939,M,44,1,20,2,62,2.5,0,1,0,1,0,0
A_749,94305,M,42,3,18,3,62,2.1,0,0,0,1,0,0
A_428,93955,M,39,1,15,4,62,2.4,86,0,0,0,0,0
A_1878,92028,F,40,2,14,2,62,2.4,0,0,0,1,1,0
A_1291,94065,F,36,2,12,4,62,0.1,145,0,0,0,0,0
A_1651,91910,M,39,2,12,3,62,2.33,0,0,0,0,0,0
A_407,93106,F,35,1,10,3,62,2.3,0,0,0,0,0,0
A_1099,92093,M,33,1,8,3,62,2.3,98,0,0,0,1,0
A_1556,92672,F,29,3,-1,2,62,1.75,0,0,0,0,1,0
A_44,94706,M,64,2,40,4,63,1.2,0,0,0,1,0,0
A_52,91711,F,64,2,40,4,63,1.2,0,1,0,0,1,0
A_1911,94305,M,64,3,38,2,63,1.7,184,1,0,1,0,0
A_95,93109,M,62,3,36,1,63,2.5,0,0,0,0,0,0
A_1720,93407,F,62,1,36,1,63,1.6,118,0,0,1,0,0
A_144,91605,F,61,1,35,1,63,1.6,0,0,0,1,0,0
A_1209,90007,M,58,1,34,4,63,1.5,0,0,0,1,0,0
A_1371,90044,M,59,1,33,1,63,1.6,0,0,0,1,1,0
A_1491,95616,F,55,1,31,3,63,2.67,0,0,0,1,0,0
A_838,93109,M,53,3,27,2,63,0.8,0,1,0,1,0,0
A_1796,94501,F,56,3,26,3,63,2,0,0,0,1,0,0
A_1465,94606,M,48,3,23,4,63,3.6,0,0,0,0,0,0
A_401,95621,M,45,3,21,1,63,0.8,245,0,0,1,1,0
A_881,95814,F,42,3,17,2,63,2.2,0,0,0,1,0,0
A_988,93407,M,40,1,15,3,63,3,0,1,0,1,0,0
A_1029,95060,F,41,3,15,1,63,0.7,79,0,0,0,1,0
A_454,90095,M,39,3,13,4,63,0.2,242,0,0,0,0,0
A_1558,92325,F,38,3,13,3,63,0.5,190,1,1,1,1,0
A_1526,95630,F,37,1,12,3,63,2.3,0,0,0,1,0,0
A_974,92697,F,35,1,9,2,63,1.8,0,0,0,1,0,0
A_846,95008,F,30,2,4,4,63,2.2,0,1,0,1,0,0
A_1324,95014,M,60,3,34,3,64,2.2,0,0,0,0,0,0
A_1239,95617,F,59,2,33,3,64,0.3,0,0,0,0,0,0
A_396,95138,F,57,3,32,3,64,1.6,0,0,0,1,0,0
A_574,90024,M,57,1,31,3,64,2.5,208,0,0,0,1,0
A_1214,94126,M,56,1,31,4,64,0.9,0,0,0,1,0,0
A_961,94306,M,55,2,30,2,64,1.9,0,0,0,0,0,0
A_602,93437,F,55,1,29,3,64,0.8,119,0,0,0,1,0
A_648,93063,M,55,3,29,4,64,2.6,0,0,0,1,0,0
A_1638,90095,M,54,3,28,2,64,0.8,0,1,0,1,0,0
A_1941,92007,F,57,3,27,3,64,2,142,0,0,1,0,0
A_1472,92104,F,46,1,21,1,64,2.9,0,0,0,1,1,0
A_284,92661,F,40,1,16,4,64,2.67,0,1,0,1,0,0
A_141,92093,M,38,3,14,1,64,1.5,0,0,0,0,1,0
A_1608,94115,M,38,1,12,2,64,1.8,0,0,0,0,0,0
A_1308,94306,F,35,2,10,3,64,0.7,230,0,0,1,0,0
A_1399,94542,M,35,1,10,3,64,2.3,0,0,1,1,1,0
A_1709,92507,M,33,1,9,4,64,3.4,0,0,0,0,0,0
A_929,94720,M,31,1,7,1,64,1.2,0,0,0,1,0,0
A_1959,94720,F,31,1,6,2,64,2.5,0,0,0,1,0,0
A_1438,92612,M,66,1,41,3,65,2.4,0,0,0,0,0,0
A_1616,95354,F,60,3,34,3,65,2.2,94,1,1,0,1,0
A_1592,92677,F,56,3,32,2,65,3.2,0,0,0,1,0,0
A_623,92093,M,56,1,31,3,65,1.7,109,0,0,0,0,0
A_1242,93403,F,56,1,31,2,65,3.7,0,0,0,1,0,0
A_544,94545,M,54,3,29,4,65,1.8,0,0,0,0,1,0
A_1876,93106,M,52,1,28,1,65,0,0,0,0,1,1,0
A_1712,92093,F,55,3,25,4,65,2,0,0,0,1,0,0
A_891,91330,M,47,2,22,3,65,2.7,0,0,0,1,0,0
A_1786,90840,F,47,1,22,1,65,2.4,0,0,0,1,0,0
A_1097,92037,M,44,1,20,2,65,2.5,0,0,0,1,0,0
A_325,93065,F,43,3,18,2,65,2.2,0,0,0,1,0,0
A_1597,92614,F,42,3,16,3,65,0.5,256,0,0,1,0,0
A_1650,94110,F,43,2,16,3,65,2.67,100,0,0,0,0,0
A_1032,95822,M,39,3,15,1,65,1.5,0,0,0,0,0,0
A_1674,90019,F,41,3,15,3,65,0.5,0,0,0,0,0,0
A_1826,92037,M,41,1,15,2,65,2.8,0,0,0,1,1,0
A_1765,91706,F,38,2,13,3,65,0.7,0,0,0,1,0,0
A_338,90747,F,35,1,11,3,65,2.8,240,0,0,1,0,0
A_57,92093,F,34,1,8,1,65,3,227,0,0,1,0,1
A_1755,95134,F,32,1,8,1,65,1.2,268,0,0,1,0,0
A_811,90245,M,61,3,37,4,68,2.3,0,0,0,0,0,0
A_769,93117,F,59,3,35,1,68,1.8,95,0,0,0,0,0
A_1749,94305,F,58,1,34,2,68,2.8,113,0,0,0,0,0
A_1198,95064,M,59,3,33,2,68,2.3,0,1,0,0,0,0
A_1095,94542,M,57,1,32,4,68,0.7,191,0,0,1,1,0
A_1497,90041,F,57,1,32,2,68,3.7,184,0,0,0,0,0
A_119,94571,M,56,3,31,2,68,0,0,1,0,1,0,0
A_614,95821,F,50,2,24,1,68,1.5,120,0,0,1,1,0
A_659,90024,F,49,2,23,1,68,1.5,0,0,0,0,0,0
A_1549,91320,F,47,2,20,1,68,2.67,0,0,0,1,1,0
A_963,93943,M,44,1,18,4,68,2.9,0,1,0,0,0,0
A_1495,92673,F,44,1,18,4,68,2.9,0,1,0,0,1,0
A_259,94720,M,34,1,9,1,68,2.8,0,0,0,1,0,0
A_1129,92407,F,33,1,8,4,68,1.3,0,0,0,1,0,0
A_127,90509,F,35,3,5,4,68,1.8,0,0,0,0,0,0
A_560,91706,M,65,2,40,4,69,0.1,0,0,0,1,0,0
A_594,95039,F,62,3,36,2,69,1.7,0,0,0,1,0,0
A_1072,94710,M,57,1,32,4,69,0.7,245,0,0,0,0,0
A_1362,90089,F,55,2,31,1,69,2.7,0,1,0,0,1,0
A_665,92009,F,54,3,30,1,69,1.6,0,0,0,1,1,0
A_855,91007,F,55,3,30,4,69,1.3,0,1,1,1,1,0
A_1117,94005,M,51,2,26,3,69,2,0,0,0,1,0,0
A_814,90025,M,45,1,21,4,69,1.9,0,0,0,0,0,0
A_53,92028,M,44,3,20,1,69,0.8,184,0,1,1,1,0
A_414,95814,M,44,3,20,1,69,0.8,0,0,0,1,1,0
A_1207,90840,M,45,1,19,1,69,2.8,220,0,0,1,1,0
A_1260,90630,F,39,2,13,3,69,0.9,0,0,0,0,0,0
A_395,91911,M,37,1,11,3,69,2.1,0,1,0,0,0,0
A_1990,92124,M,38,2,11,3,69,2.33,0,0,0,0,0,0
A_1250,90024,F,36,3,6,4,69,4,0,0,0,1,0,0
A_941,94302,M,30,2,5,1,69,0.8,0,0,0,1,0,0
A_353,94538,M,28,2,4,3,69,0.7,80,0,0,1,0,0
A_1189,94305,F,28,2,4,3,69,0.7,170,0,0,0,0,0
A_643,92161,M,33,3,3,4,69,1.8,0,0,0,1,0,0
A_780,93711,M,66,1,41,3,70,2.2,0,0,0,0,0,0
A_1931,92182,M,54,3,30,1,70,1.6,251,0,0,1,1,0
A_1065,91320,F,51,2,26,1,70,2.8,0,0,0,1,1,0
A_807,90095,F,51,3,25,1,70,0.8,0,1,0,1,0,0
A_115,91330,M,49,1,24,1,70,2.9,0,0,0,0,0,0
A_275,90024,F,49,1,24,1,70,2.9,0,0,0,0,1,0
A_1680,92122,F,48,2,23,1,70,2.8,0,0,0,0,0,0
A_975,94701,F,46,1,22,4,70,1.9,212,0,0,0,1,0
A_1992,90405,F,46,1,20,4,70,2.9,0,0,0,0,1,0
A_217,92399,F,44,2,19,1,70,0.2,230,1,0,0,0,0
A_596,94920,F,44,2,17,3,70,2.67,0,0,0,0,0,0
A_1373,94022,M,38,3,14,4,70,2,0,0,0,1,0,0
A_1215,92131,M,36,2,12,3,70,2.6,165,0,0,1,0,0
A_1157,91423,M,32,1,8,3,70,1.5,0,0,0,1,0,0
A_1343,93101,F,29,1,5,4,70,0,0,0,0,1,1,0
A_926,93010,F,25,1,1,4,70,2.6,218,0,0,1,0,0
A_1155,92115,F,31,3,1,2,70,1.75,0,0,1,1,1,0
A_206,91335,F,59,3,33,2,71,2.3,150,0,0,1,1,0
A_1565,91311,F,55,2,29,3,71,0.3,0,0,0,0,1,0
A_1183,92521,M,51,2,27,1,71,2.6,0,0,0,0,1,0
A_993,92037,F,52,3,26,1,71,1.4,0,0,0,0,0,0
A_1658,95814,F,46,3,21,4,71,1.9,0,0,0,0,0,0
A_1888,90029,M,45,1,21,4,71,1.9,0,0,0,1,0,0
A_1079,91006,M,44,3,20,4,71,2,0,0,0,0,1,0
A_1040,93943,M,44,3,18,2,71,0.8,0,0,0,1,0,0
A_180,90089,M,43,2,16,3,71,2.33,0,0,0,0,0,0
A_1063,91302,F,37,1,11,1,71,2.5,185,0,0,1,1,0
A_502,93561,F,33,3,3,4,71,1.8,236,0,0,0,0,0
A_637,93727,M,25,1,0,4,71,0.2,78,1,0,0,0,0
A_48,92350,M,59,2,33,2,72,0.7,226,0,0,0,0,0
A_819,90095,M,56,2,31,3,72,2,0,0,0,0,0,0
A_1203,94558,F,54,1,29,2,72,3.7,144,0,0,1,0,0
A_1213,93107,M,55,2,29,3,72,0.3,147,0,0,0,0,0
A_1893,95123,M,54,3,24,3,72,1.4,0,0,0,0,1,0
A_709,91711,F,46,2,22,4,72,1.4,149,0,0,1,1,0
A_938,93108,F,46,3,20,2,72,0.8,0,0,0,1,1,0
A_451,95616,F,42,2,17,4,72,1.1,203,0,0,0,1,0
A_1918,94806,F,43,1,17,1,72,2.8,271,0,0,1,0,0
A_71,95817,M,39,1,13,2,72,2.8,0,0,0,1,0,0
A_768,94706,F,35,2,11,3,72,2.6,0,0,0,1,0,0
A_38,91320,M,35,1,10,3,72,2.3,285,0,0,0,0,0
A_1137,94583,M,31,2,6,1,72,2.6,0,0,0,1,0,0
A_810,95133,M,31,2,5,4,72,1.8,242,0,0,1,1,0
A_866,94542,M,31,1,5,3,72,1.6,0,0,0,1,0,0
A_202,92647,F,26,1,2,4,72,2.6,0,1,1,1,0,0
A_375,95003,F,26,1,2,4,72,2.6,0,0,0,1,0,0
A_1490,94301,M,25,1,1,3,72,0.8,0,0,0,1,0,0
A_412,90073,F,64,1,39,3,73,2.4,185,0,0,0,0,0
A_701,92056,F,59,3,33,2,73,1.7,0,0,0,1,1,0
A_889,95207,F,55,1,31,3,73,2.67,219,0,0,1,0,0
A_158,94035,F,56,1,30,2,73,1.1,0,0,0,0,0,0
A_255,91360,M,46,3,22,1,73,0.8,117,0,0,0,0,0
A_1086,92648,M,46,1,22,2,73,1.7,216,0,0,1,0,0
A_41,93106,F,46,2,20,1,73,1.5,128,0,0,1,0,0
A_806,94086,F,45,1,19,4,73,2.9,0,0,0,0,0,0
A_1865,90089,F,42,1,17,4,73,0.4,0,1,0,0,0,0
A_1359,94545,F,42,2,15,3,73,2.33,0,0,0,0,0,0
A_51,95758,F,37,1,13,4,73,2.4,0,0,0,0,0,0
A_16,95617,F,36,3,12,4,73,2,188,0,0,1,0,0
A_1444,93943,M,35,1,10,3,73,2.3,0,0,0,1,0,0
A_1676,94043,F,37,3,7,4,73,1.8,0,0,0,1,1,0
A_1613,93711,M,30,3,5,3,73,2.6,0,0,0,1,0,0
A_129,95039,M,29,2,4,1,73,0.8,0,0,0,1,0,0
A_1870,94720,M,29,3,3,3,73,0.3,0,0,0,0,0,0
A_910,92120,M,23,1,-1,4,73,2.6,0,0,0,1,0,0
A_1357,95817,M,58,3,32,2,74,2.3,0,0,0,0,1,0
A_1606,92780,F,57,1,32,4,74,0.7,0,0,0,0,1,0
A_610,94607,F,55,1,31,3,74,2.67,0,0,0,0,1,0
A_831,94611,F,55,3,31,2,74,3.2,0,0,0,1,1,0
A_835,94920,F,56,3,31,3,74,1.6,0,0,0,1,1,0
A_703,91711,M,53,2,28,3,74,2,0,1,0,0,0,0
A_1670,91335,M,56,3,26,1,74,3,0,0,0,0,0,0
A_156,92821,M,46,3,20,4,74,2.6,104,0,0,1,0,0
A_316,90041,F,44,3,19,4,74,1.9,0,0,0,0,0,0
A_1655,92009,F,43,1,18,4,74,0.4,0,0,0,0,0,0
A_82,90245,M,40,2,14,4,74,1.4,0,0,0,1,0,0
A_247,92691,M,41,2,14,3,74,2.33,0,0,0,1,0,0
A_1140,93063,M,39,2,14,1,74,0.1,144,1,0,1,0,0
A_642,95008,M,39,2,13,3,74,0.9,155,0,0,1,0,0
A_1489,92120,F,33,2,9,3,74,2.6,0,0,0,1,0,0
A_1551,93023,M,32,2,8,4,74,0.1,257,0,0,0,1,0
A_996,94720,F,28,3,3,3,74,2.6,0,0,0,0,0,0
A_1550,91330,F,28,2,3,2,74,1.8,221,1,0,0,0,0
A_1316,94085,F,25,1,1,4,74,2.6,204,0,0,0,0,0
A_486,94720,F,64,2,39,4,75,0.1,0,0,1,1,1,0
A_1319,90034,F,58,3,33,2,75,0,0,0,0,1,0,0
A_91,92096,F,58,3,32,2,75,2.3,0,0,0,0,0,0
A_1532,94720,M,54,3,30,2,75,3.2,0,0,0,0,1,0
A_1017,94303,F,53,2,27,1,75,1.9,0,0,0,1,0,0
A_1188,95670,F,49,2,24,1,75,2.8,160,0,0,0,1,0
A_573,94111,M,48,3,23,4,75,3.6,0,0,0,1,1,0
A_884,95010,F,41,3,15,1,75,1.5,0,0,0,1,0,0
A_1542,92521,F,39,2,14,1,75,0.1,297,0,0,0,1,0
A_1393,94501,F,39,2,12,3,75,2.33,0,0,0,1,1,0
A_1600,94542,M,35,2,11,2,75,1.7,0,0,0,1,0,0
A_1114,94303,F,34,1,9,1,75,2.8,194,0,0,0,0,0
A_1827,92109,M,65,3,41,3,78,2,0,0,1,1,1,0
A_404,92009,M,62,3,38,1,78,1.8,0,0,0,0,0,0
A_1732,92521,M,62,3,38,2,78,0,0,0,0,1,0,0
A_1176,91711,F,63,3,37,4,78,1.7,0,0,0,1,0,0
A_1433,91330,M,61,1,36,3,78,0.5,0,0,0,1,1,0
A_1504,90840,F,61,1,35,2,78,2,0,0,0,1,1,0
A_359,90401,M,56,2,30,3,78,1.7,0,0,0,0,0,0
A_905,92507,M,54,2,30,4,78,1.6,0,0,0,1,1,0
A_1057,95521,M,55,3,29,1,78,0.8,190,0,0,1,0,0
A_1143,91311,M,54,1,28,4,78,4.9,0,0,0,0,0,0
A_1522,94301,F,52,2,26,3,78,3,0,0,0,0,0,0
A_1731,90720,M,52,2,26,3,78,3,0,0,0,0,1,0
A_357,90037,F,51,2,24,1,78,2.67,0,0,0,1,0,0
A_1496,91423,F,48,3,23,4,78,3.6,0,0,0,1,0,0
A_848,94588,M,48,1,22,3,78,2.1,0,0,0,1,1,0
A_487,94010,F,48,2,21,3,78,2,0,0,0,1,1,0
A_1410,95929,F,41,1,17,4,78,2.67,99,0,0,1,0,0
A_1563,90720,F,40,1,16,4,78,2.4,0,1,1,1,0,0
A_770,91942,F,38,3,13,4,78,0.7,0,0,0,1,0,0
A_1785,95616,F,39,3,13,1,78,2.8,0,0,0,0,0,0
A_281,92121,M,35,2,10,1,78,2.6,0,0,0,0,0,0
A_1561,95064,F,36,3,10,2,78,4.5,204,0,0,1,1,0
A_1591,90095,F,34,2,9,3,78,0.6,0,0,0,1,0,0
